,日期,小时,温度(C°),湿度(%),降雨量(mm),大气压(hPa),风向,风向角度(°),风速(KM/H),云量(%)
CN101190801,2015/6/28,2,21,91,0,1008,东南风,112,9,42
CN101190801,2015/6/28,3,20,91,0,1008,东南风,108,10,46
CN101190801,2015/6/28,4,20,90,0,1008,东南风,105,11,55
CN101190801,2015/6/28,5,20,90,0,1009,东南风,101,12,68
CN101190801,2015/6/28,6,21,85,0,1009,东南风,103,14,80
CN101190801,2015/6/28,7,22,79,0,1009,东南风,105,15,96
CN101190801,2015/6/28,8,23,74,0,1009,东南风,106,17,92
CN101190801,2015/6/28,9,25,68,0,1009,东南风,108,18,99
CN101190801,2015/6/28,10,27,62,0,1009,东南风,111,18,93
CN101190801,2015/6/28,11,29,56,0,1009,东南风,113,18,33
CN101190801,2015/6/28,12,29,52,0,1009,东南风,116,18,6
CN101190801,2015/6/28,13,30,48,0,1008,东南风,119,18,14
CN101190801,2015/6/28,14,31,45,0,1007,东南风,123,18,16
CN101190801,2015/6/28,15,31,46,0,1007,东南风,127,19,17
CN101190801,2015/6/28,16,31,47,0,1006,东南风,131,20,26
CN101190801,2015/6/28,17,31,48,0,1006,东南风,135,20,39
CN101190801,2015/6/28,18,30,53,0,1006,东南风,142,18,93
CN101190801,2015/6/28,19,29,59,0,1006,东南风,150,17,100
CN101190801,2015/6/28,20,28,65,0,1006,东南风,158,15,100
CN101190801,2015/6/28,21,27,68,0,1006,东南风,150,16,100
CN101190801,2015/6/28,22,26,71,0,1007,东南风,143,18,100
CN101190801,2015/6/28,23,25,74,0,1007,东南风,135,19,100
CN101190801,2015/6/29,0,24,76,0,1007,东南风,133,18,100
CN101190801,2015/6/29,1,23,79,0,1007,东南风,131,17,100
CN101190801,2015/6/29,2,22,82,0,1006,东南风,129,16,100
CN101190801,2015/6/29,3,22,83,0,1006,东南风,126,16,100
CN101190801,2015/6/29,4,22,84,0.1,1006,东南风,122,16,100
CN101190801,2015/6/29,5,22,85,0.1,1005,东南风,119,15,100
CN101190801,2015/6/29,6,22,85,0.1,1005,东南风,117,16,100
CN101190801,2015/6/29,7,22,86,0.2,1005,东南风,115,17,100
CN101190801,2015/6/29,8,22,87,0.2,1005,东南风,114,17,100
CN101190801,2015/6/29,9,23,83,0.2,1005,东南风,116,17,100
CN101190801,2015/6/29,10,24,80,0.1,1004,东南风,118,18,100
CN101190801,2015/6/29,11,25,77,0.1,1004,东南风,120,18,100
CN101190801,2015/6/29,12,26,75,0.1,1003,东南风,116,16,100
CN101190801,2015/6/29,13,27,73,0.1,1003,东南风,113,15,100
CN101190801,2015/6/29,14,29,70,0.1,1002,东南风,110,14,100
CN101190801,2015/6/29,15,28,76,1,1002,东南风,101,13,100
CN101190801,2015/6/29,16,27,81,2,1002,东风,93,13,100
CN101190801,2015/6/29,17,26,86,2.9,1001,东风,84,13,100
CN101190801,2015/6/29,18,25,88,2.4,1001,东北风,79,14,100
CN101190801,2015/6/29,19,25,89,1.9,1001,东北风,74,16,100
CN101190801,2015/6/29,20,24,91,1.4,1001,东北风,69,17,100
CN101190801,2015/6/29,21,23,92,5.4,1002,东北风,66,19,100
CN101190801,2015/6/29,22,23,93,9.5,1002,东北风,63,20,100
CN101190801,2015/6/29,23,23,94,13.5,1002,东北风,61,21,100
CN101190801,2015/6/30,0,22,94,9.7,1002,东北风,56,22,100
CN101190801,2015/6/30,1,21,93,5.9,1002,东北风,52,22,100
CN101190801,2015/6/30,2,21,93,2.1,1002,东北风,47,23,100
CN101190801,2015/6/30,3,21,92,2,1002,东北风,45,23,100
CN101190801,2015/6/30,4,20,92,1.8,1002,东北风,42,23,99
CN101190801,2015/6/30,5,20,91,1.7,1002,东北风,40,23,99
CN101190801,2015/6/30,6,20,90,2.2,1002,东北风,38,21,99
CN101190801,2015/6/30,7,21,90,2.6,1002,东北风,37,19,73
CN101190801,2015/6/30,8,21,89,3.1,1002,东北风,36,17,36
CN101190801,2015/6/30,9,22,86,2.5,1002,东北风,40,16,48
CN101190801,2015/6/30,10,23,82,1.9,1002,东北风,43,15,86
CN101190801,2015/6/30,11,24,78,1.3,1003,东北风,46,14,58
CN101190801,2015/6/30,12,26,71,0.9,1002,东北风,48,12,50
CN101190801,2015/6/30,13,28,64,0.4,1002,东北风,51,11,25
CN101190801,2015/6/30,14,29,57,0,1001,东北风,53,9,20
CN101190801,2015/6/30,15,30,55,0,1001,东南风,152,7,49
CN101190801,2015/6/30,16,30,54,0,1000,西南风,250,6,64
CN101190801,2015/6/30,17,31,52,0,1000,北风,349,4,26
CN101190801,2015/6/30,18,30,57,0,1000,西北风,308,4,17
CN101190801,2015/6/30,19,30,61,0,1000,西风,267,4,18
CN101190801,2015/6/30,20,29,66,0,1000,西南风,226,5,4
CN101190801,2015/6/30,21,28,68,0,1000,西南风,227,8,1
CN101190801,2015/6/30,22,26,69,0,1001,西南风,227,11,1
CN101190801,2015/6/30,23,25,70,0,1001,西南风,228,14,3
CN101190801,2015/7/1,0,24,73,0,1001,西南风,235,13,2
CN101190801,2015/7/1,1,23,76,0,1001,西南风,242,13,0
CN101190801,2015/7/1,2,23,78,0,1001,西南风,250,12,0
CN101190801,2015/7/1,3,22,80,0,1001,西南风,248,13,4
CN101190801,2015/7/1,4,22,82,0,1000,西南风,246,14,27
CN101190801,2015/7/1,5,21,84,0,1000,西南风,244,15,12
CN101190801,2015/7/1,6,23,80,0,1000,西南风,250,16,5
CN101190801,2015/7/1,7,24,76,0,1000,西南风,257,17,1
CN101190801,2015/7/1,8,26,72,0,1000,西风,263,18,0
CN101190801,2015/7/1,9,28,65,0,1000,西风,265,17,0
CN101190801,2015/7/1,10,30,59,0,1000,西风,268,16,0
CN101190801,2015/7/1,11,31,53,0,1000,西风,270,16,0
CN101190801,2015/7/1,12,33,49,0,1000,西风,268,14,1
CN101190801,2015/7/1,13,34,45,0,999,西风,265,13,1
CN101190801,2015/7/1,14,36,41,0,999,西风,263,12,13
CN101190801,2015/7/1,15,36,39,0,998,西南风,255,11,46
CN101190801,2015/7/1,16,36,38,0,998,西南风,247,11,70
CN101190801,2015/7/1,17,36,37,0,998,西南风,240,10,93
CN101190801,2015/7/1,18,36,41,0,998,西南风,227,11,100
CN101190801,2015/7/1,19,35,46,0,998,西南风,214,12,100
CN101190801,2015/7/1,20,34,50,0,998,西南风,201,13,99
CN101190801,2015/7/1,21,34,53,0,999,西南风,199,14,90
CN101190801,2015/7/1,22,33,55,0,999,西南风,197,16,93
CN101190801,2015/7/1,23,32,58,0,999,西南风,195,17,99
CN101190801,2015/7/2,0,30,64,0,1000,西南风,202,16,100
CN101190801,2015/7/2,1,28,69,0,1000,西南风,210,15,78
CN101190801,2015/7/2,2,26,75,0,1000,西南风,217,14,45
CN101190801,2015/7/2,3,25,77,0,1000,西南风,219,14,96
CN101190801,2015/7/2,4,24,78,0,1000,西南风,221,13,100
CN101190801,2015/7/2,5,24,80,0,1000,西南风,222,13,100
CN101190801,2015/7/2,6,26,74,0,1001,西南风,224,13,93
CN101190801,2015/7/2,7,28,69,0,1001,西南风,226,13,93
CN101190801,2015/7/2,8,30,63,0,1002,西南风,227,13,99
CN101190801,2015/7/2,9,31,56,0,1002,西南风,231,12,100
CN101190801,2015/7/2,10,33,49,0,1002,西南风,235,11,100
CN101190801,2015/7/2,11,35,42,0,1002,西南风,239,10,100
CN101190801,2015/7/2,12,35,39,0,1001,西南风,237,10,100
CN101190801,2015/7/2,13,36,35,0,1001,西南风,236,10,86
CN101190801,2015/7/2,14,37,31,0,1001,西南风,234,9,90
CN101190801,2015/7/2,15,37,32,0,1000,西南风,235,9,76
CN101190801,2015/7/2,16,36,33,0,1000,西南风,237,8,88
CN101190801,2015/7/2,17,36,34,0,1000,西南风,238,8,86
CN101190801,2015/7/2,18,35,38,0.1,1000,南风,175,9,98
CN101190801,2015/7/2,19,34,42,0.2,1001,东南风,112,10,96
CN101190801,2015/7/2,20,32,46,0.3,1001,东北风,49,11,86
CN101190801,2015/7/2,21,32,53,0.4,1002,东北风,59,15,92
CN101190801,2015/7/2,22,31,59,0.5,1003,东北风,69,20,77
CN101190801,2015/7/2,23,30,66,0.6,1004,东风,80,24,44
CN101190801,2015/7/3,0,28,71,0.9,1004,东风,88,22,59
CN101190801,2015/7/3,1,26,75,1.1,1004,东风,96,20,81
CN101190801,2015/7/3,2,24,80,1.4,1004,东南风,105,17,94
CN101190801,2015/7/3,3,24,80,1.1,1004,东风,100,16,97
CN101190801,2015/7/3,4,24,81,0.7,1004,东风,96,15,99
CN101190801,2015/7/3,5,24,82,0.4,1005,东风,92,14,100
CN101190801,2015/7/3,6,25,77,0.3,1005,东风,99,15,99
CN101190801,2015/7/3,7,26,72,0.3,1005,东南风,107,16,100
CN101190801,2015/7/3,8,27,67,0.2,1005,东南风,115,17,99
CN101190801,2015/7/3,9,29,59,0.1,1005,东南风,109,16,100
CN101190801,2015/7/3,10,31,52,0.1,1006,东南风,103,15,100
CN101190801,2015/7/3,11,33,45,0,1006,东风,97,15,100
CN101190801,2015/7/3,12,33,39,0,1005,东风,95,16,100
CN101190801,2015/7/3,13,34,32,0,1005,东风,93,17,100
CN101190801,2015/7/3,14,35,26,0,1005,东风,90,18,100
CN101190801,2015/7/3,15,35,26,0,1005,东风,89,17,100
CN101190801,2015/7/3,16,35,25,0,1004,东风,87,16,100
CN101190801,2015/7/3,17,34,25,0,1004,东风,86,15,100
CN101190801,2015/7/3,18,33,28,0,1005,东风,96,14,84
CN101190801,2015/7/3,19,31,31,0,1005,东南风,105,12,77
CN101190801,2015/7/3,20,30,34,0,1005,东南风,115,10,79
CN101190801,2015/7/3,21,28,38,0,1006,东南风,129,12,86
CN101190801,2015/7/3,22,27,42,0,1006,东南风,144,14,80
CN101190801,2015/7/3,23,26,46,0,1007,东南风,158,16,41
CN101190801,2015/7/4,0,26,47,0,1007,东南风,136,14,86
CN101190801,2015/7/4,1,26,48,0,1008,东南风,114,12,90
CN101190801,2015/7/4,2,26,49,0,1008,东风,92,9,53
CN101190801,2015/7/4,3,25,52,0,1008,东风,93,10,95
CN101190801,2015/7/4,4,24,56,0,1008,东风,94,12,100
CN101190801,2015/7/4,5,23,59,0,1008,东风,95,13,100
CN101190801,2015/7/4,6,24,58,0,1008,东风,95,13,100
CN101190801,2015/7/4,7,26,58,0,1009,东风,96,14,38
CN101190801,2015/7/4,8,27,57,0,1009,东风,96,15,78
CN101190801,2015/7/4,9,29,53,0,1009,东风,98,13,93
CN101190801,2015/7/4,10,30,49,0,1009,东风,99,10,94
CN101190801,2015/7/4,11,32,46,0,1009,东风,101,8,82
CN101190801,2015/7/4,12,33,40,0,1009,东风,82,8,57
CN101190801,2015/7/4,13,34,35,0,1008,东北风,62,9,58
CN101190801,2015/7/4,14,34,30,0,1008,东北风,43,9,61
CN101190801,2015/7/4,15,34,30,0,1007,东北风,47,11,72
CN101190801,2015/7/4,16,34,29,0,1007,东北风,51,13,98
CN101190801,2015/7/4,17,34,29,0,1007,东北风,55,15,93
CN101190801,2015/7/4,18,33,31,0,1007,东北风,61,14,88
CN101190801,2015/7/4,19,32,34,0,1007,东北风,67,13,84
CN101190801,2015/7/4,20,31,36,0,1007,东北风,73,13,87
CN101190801,2015/7/4,21,30,43,0,1008,东风,99,13,87
CN101190801,2015/7/4,22,29,50,0,1009,东南风,126,14,43
CN101190801,2015/7/4,23,29,58,0,1009,东南风,153,14,63
CN101190801,2015/7/5,0,27,62,0,1009,东南风,168,13,64
CN101190801,2015/7/5,1,26,67,0,1009,南风,184,12,53
CN101190801,2015/7/5,2,24,72,0,1009,西南风,199,11,79
CN101190801,2015/7/5,3,24,74,0,1009,西南风,201,11,83
CN101190801,2015/7/5,4,24,77,0,1009,西南风,203,10,56
CN101190801,2015/7/5,5,23,80,0,1009,西南风,204,10,99
CN101190801,2015/7/5,6,25,75,0,1009,西南风,207,10,100
CN101190801,2015/7/5,7,27,70,0,1009,西南风,210,9,100
CN101190801,2015/7/5,8,28,65,0,1010,西南风,213,9,100
CN101190801,2015/7/5,9,29,59,0,1010,西南风,206,8,100
CN101190801,2015/7/5,10,31,53,0,1010,西南风,198,7,100
CN101190801,2015/7/5,11,32,47,0,1010,南风,190,6,99
CN101190801,2015/7/5,12,33,43,0,1009,南风,177,7,100
CN101190801,2015/7/5,13,34,40,0,1009,东南风,164,8,98
CN101190801,2015/7/5,14,35,36,0,1008,东南风,151,10,99
CN101190801,2015/7/5,15,34,36,0,1008,东南风,149,11,98
CN101190801,2015/7/5,16,34,36,0,1007,东南风,148,11,93
CN101190801,2015/7/5,17,34,35,0,1007,东南风,146,12,94
CN101190801,2015/7/5,18,34,39,0,1007,东南风,148,14,94
CN101190801,2015/7/5,19,33,43,0,1007,东南风,151,16,99
CN101190801,2015/7/5,20,32,48,0,1007,东南风,154,18,100
CN101190801,2015/7/5,21,31,50,0,1008,东南风,163,18,97
CN101190801,2015/7/5,22,30,53,0,1008,南风,171,18,98
CN101190801,2015/7/5,23,29,56,0,1009,南风,180,17,98
CN101190801,2015/7/6,0,28,57,0,1009,南风,189,16,87
CN101190801,2015/7/6,1,26,58,0,1009,西南风,197,14,88
CN101190801,2015/7/6,2,25,59,0,1010,西南风,206,13,95
CN101190801,2015/7/6,3,24,63,0,1009,西南风,207,12,100
CN101190801,2015/7/6,4,24,66,0,1009,西南风,208,11,100
CN101190801,2015/7/6,5,23,70,0,1009,西南风,209,10,100
CN101190801,2015/7/6,6,25,68,0,1010,西南风,214,11,100
CN101190801,2015/7/6,7,26,66,0.1,1010,西南风,219,11,100
CN101190801,2015/7/6,8,27,64,0.1,1010,西南风,224,12,98
CN101190801,2015/7/6,9,27,61,0.2,1010,西南风,236,12,98
CN101190801,2015/7/6,10,28,58,0.2,1010,西南风,249,12,91
CN101190801,2015/7/6,11,28,56,0.3,1011,西风,261,12,92
CN101190801,2015/7/6,12,29,54,0.2,1010,西南风,253,12,92
CN101190801,2015/7/6,13,29,52,0.1,1010,西南风,245,13,88
CN101190801,2015/7/6,14,29,51,0,1010,西南风,237,14,78
CN101190801,2015/7/6,15,28,52,0.1,1010,西南风,233,15,75
CN101190801,2015/7/6,16,27,54,0.3,1009,西南风,229,17,68
CN101190801,2015/7/6,17,26,56,0.4,1009,西南风,226,19,65
CN101190801,2015/7/6,18,24,64,1.8,1009,西南风,220,18,60
CN101190801,2015/7/6,19,23,71,3.1,1009,西南风,215,17,42
CN101190801,2015/7/6,20,21,79,4.5,1009,西南风,210,17,38
CN101190801,2015/7/6,21,21,80,3.2,1010,西南风,207,14,37
CN101190801,2015/7/6,22,21,81,1.9,1010,西南风,205,12,45
CN101190801,2015/7/6,23,21,82,0.6,1011,西南风,202,10,68
CN101190801,2015/7/7,0,21,84,0.4,1010,西南风,209,10,60
CN101190801,2015/7/7,1,20,85,0.2,1010,西南风,215,10,71
CN101190801,2015/7/7,2,20,87,0,1010,西南风,222,10,58
CN101190801,2015/7/7,3,20,87,0,1010,西南风,229,9,75
CN101190801,2015/7/7,4,20,87,0,1010,西南风,237,9,66
CN101190801,2015/7/7,5,20,88,0,1010,西南风,244,8,99
CN101190801,2015/7/7,6,22,83,0,1010,西南风,251,9,92
CN101190801,2015/7/7,7,23,79,0,1010,西南风,257,9,93
CN101190801,2015/7/7,8,25,74,0,1010,西风,263,10,96
CN101190801,2015/7/7,9,26,70,0,1010,西风,266,9,78
CN101190801,2015/7/7,10,27,65,0.1,1009,西风,269,7,23
CN101190801,2015/7/7,11,28,60,0.1,1009,西风,272,5,23
CN101190801,2015/7/7,12,29,58,0.1,1008,西风,276,6,12
CN101190801,2015/7/7,13,30,56,0.2,1008,西风,280,6,15
CN101190801,2015/7/7,14,31,53,0.2,1007,西北风,284,6,22
CN101190801,2015/7/7,15,31,53,0.5,1007,西南风,196,6,23
CN101190801,2015/7/7,16,31,53,0.7,1007,东南风,109,6,24
CN101190801,2015/7/7,17,31,53,1,1006,东北风,22,5,31
CN101190801,2015/7/7,18,30,59,1.5,1006,东北风,61,7,18
CN101190801,2015/7/7,19,29,65,2,1007,东风,100,9,30
CN101190801,2015/7/7,20,28,72,2.5,1007,东南风,139,10,31
CN101190801,2015/7/7,21,27,73,1.7,1008,东南风,141,11,37
CN101190801,2015/7/7,22,26,74,0.8,1008,东南风,142,11,31
CN101190801,2015/7/7,23,24,76,0,1009,东南风,144,12,24
CN101190801,2015/7/8,0,24,77,0,1009,东南风,126,10,27
CN101190801,2015/7/8,1,24,78,0,1009,东南风,108,9,17
CN101190801,2015/7/8,2,24,79,0,1009,东风,89,8,31
CN101190801,2015/7/8,3,23,80,0,1009,东风,94,9,27
CN101190801,2015/7/8,4,23,82,0,1009,东风,98,10,26
CN101190801,2015/7/8,5,22,83,0,1009,东南风,103,10,24
CN101190801,2015/7/8,6,24,79,0,1010,东南风,111,11,24
CN101190801,2015/7/8,7,25,74,0,1010,东南风,119,12,27
CN101190801,2015/7/8,8,26,70,0,1010,东南风,127,13,27
CN101190801,2015/7/8,9,27,65,0,1010,东南风,118,13,14
CN101190801,2015/7/8,10,28,59,0,1010,东南风,109,12,2
CN101190801,2015/7/8,11,30,54,0,1010,东风,100,12,1
CN101190801,2015/7/8,12,31,49,0,1010,东风,89,12,0
CN101190801,2015/7/8,13,32,44,0,1009,东北风,78,12,0
CN101190801,2015/7/8,14,34,39,0,1009,东北风,67,13,4
CN101190801,2015/7/8,15,33,39,0,1008,东北风,70,14,36
CN101190801,2015/7/8,16,33,38,0,1008,东北风,74,15,83
CN101190801,2015/7/8,17,32,37,0,1008,东北风,77,15,98
CN101190801,2015/7/8,18,31,43,0,1008,东风,81,16,99
CN101190801,2015/7/8,19,30,48,0,1009,东风,86,17,100
CN101190801,2015/7/8,20,29,54,0,1009,东风,90,18,100
CN101190801,2015/7/8,21,27,57,0,1010,东南风,103,18,100
CN101190801,2015/7/8,22,26,61,0,1010,东南风,116,17,100
CN101190801,2015/7/8,23,24,65,0,1011,东南风,130,16,100
CN101190801,2015/7/9,0,24,68,0,1011,东南风,136,13,100
CN101190801,2015/7/9,1,24,71,0,1011,东南风,143,10,100
CN101190801,2015/7/9,2,24,75,0,1012,东南风,149,6,100
CN101190801,2015/7/9,3,23,77,0,1012,东南风,155,5,99
CN101190801,2015/7/9,4,23,79,0,1012,东南风,161,4,100
CN101190801,2015/7/9,5,23,80,0,1012,东南风,167,3,99
CN101190801,2015/7/9,6,24,77,0,1012,东南风,151,5,91
CN101190801,2015/7/9,7,25,74,0,1012,东南风,135,6,88
CN101190801,2015/7/9,8,26,71,0,1013,东南风,119,8,95
CN101190801,2015/7/9,9,26,70,0.1,1013,东南风,119,9,78
CN101190801,2015/7/9,10,26,70,0.2,1013,东南风,119,10,75
CN101190801,2015/7/9,11,25,69,0.3,1013,东南风,118,11,58
CN101190801,2015/7/9,12,26,64,0.2,1012,东风,99,10,49
CN101190801,2015/7/9,13,27,58,0.2,1012,东风,80,9,38
CN101190801,2015/7/9,14,28,53,0.1,1012,东北风,61,9,35
CN101190801,2015/7/9,15,28,52,0.1,1011,东北风,61,9,39
CN101190801,2015/7/9,16,28,52,0,1011,东北风,61,10,54
CN101190801,2015/7/9,17,28,51,0,1010,东北风,62,11,91
CN101190801,2015/7/9,18,27,54,0.1,1010,东北风,59,10,79
CN101190801,2015/7/9,19,26,57,0.2,1010,东北风,57,8,74
CN101190801,2015/7/9,20,25,60,0.3,1010,东北风,54,7,99
CN101190801,2015/7/9,21,24,63,0.2,1011,东北风,60,8,95
CN101190801,2015/7/9,22,24,66,0.2,1011,东北风,65,8,82
CN101190801,2015/7/9,23,24,69,0.1,1012,东北风,71,9,71
CN101190801,2015/7/10,0,24,72,0.1,1012,东北风,79,9,60
CN101190801,2015/7/10,1,23,76,0,1012,东风,87,9,59
CN101190801,2015/7/10,2,23,79,0,1012,东风,95,9,73
CN101190801,2015/7/10,3,23,82,0,1011,东风,87,9,86
CN101190801,2015/7/10,4,23,84,0,1011,东北风,78,9,84
CN101190801,2015/7/10,5,23,87,0,1011,东北风,70,10,93
CN101190801,2015/7/10,6,24,85,0,1011,东北风,75,11,99
CN101190801,2015/7/10,7,25,84,0,1012,东风,79,13,98
CN101190801,2015/7/10,8,26,82,0,1012,东风,84,14,86
CN101190801,2015/7/10,9,27,76,0,1012,东风,85,14,57
CN101190801,2015/7/10,10,28,71,0.1,1011,东风,85,14,52
CN101190801,2015/7/10,11,30,65,0.1,1011,东风,86,14,18
CN101190801,2015/7/10,12,31,62,0.7,1011,东风,86,14,21
CN101190801,2015/7/10,13,32,60,1.2,1010,东风,86,14,16
CN101190801,2015/7/10,14,33,58,1.8,1010,东风,86,14,19
CN101190801,2015/7/10,15,33,58,2.1,1009,东风,84,14,27
CN101190801,2015/7/10,16,33,59,2.3,1009,东风,83,15,20
CN101190801,2015/7/10,17,34,59,2.6,1008,东风,82,15,21
CN101190801,2015/7/10,18,32,64,1.7,1008,东风,83,16,27
CN101190801,2015/7/10,19,31,69,0.9,1008,东风,84,16,24
CN101190801,2015/7/10,20,30,74,0,1008,东风,86,17,25
CN101190801,2015/7/10,21,28,75,0,1009,东风,84,18,27
CN101190801,2015/7/10,22,27,77,0,1009,东风,83,19,48
CN101190801,2015/7/10,23,26,78,0,1009,东风,82,20,27
CN101190801,2015/7/11,0,25,81,0,1009,东北风,79,19,3
CN101190801,2015/7/11,1,24,84,0,1009,东北风,75,18,1
CN101190801,2015/7/11,2,24,87,0,1009,东北风,72,18,1
CN101190801,2015/7/11,3,23,88,0,1008,东北风,68,17,3
CN101190801,2015/7/11,4,23,88,0,1008,东北风,64,16,28
CN101190801,2015/7/11,5,23,89,0,1008,东北风,60,15,30
CN101190801,2015/7/11,6,25,84,0,1008,东北风,60,17,40
CN101190801,2015/7/11,7,27,79,0,1008,东北风,61,19,31
CN101190801,2015/7/11,8,28,74,0,1008,东北风,61,20,43
CN101190801,2015/7/11,9,30,67,0,1007,东北风,61,21,38
CN101190801,2015/7/11,10,32,59,0,1007,东北风,62,22,64
CN101190801,2015/7/11,11,34,52,0,1006,东北风,62,23,14
CN101190801,2015/7/11,12,34,50,0,1005,东北风,64,23,13
CN101190801,2015/7/11,13,34,49,0,1004,东北风,66,24,9
CN101190801,2015/7/11,14,35,47,0,1003,东北风,68,25,14
CN101190801,2015/7/11,15,34,49,0.1,1003,东北风,68,26,4
CN101190801,2015/7/11,16,34,52,0.1,1002,东北风,68,26,7
CN101190801,2015/7/11,17,33,54,0.2,1002,东北风,67,27,5
CN101190801,2015/7/11,18,32,58,0.1,1002,东北风,67,24,13
CN101190801,2015/7/11,19,31,63,0.1,1001,东北风,67,21,17
CN101190801,2015/7/11,20,30,67,0,1001,东北风,67,19,21
CN101190801,2015/7/11,21,28,70,0,1001,东北风,59,18,11
CN101190801,2015/7/11,22,27,73,0,1001,东北风,52,18,15
CN101190801,2015/7/11,23,25,76,0,1001,东北风,45,17,17
CN101190801,2015/7/12,0,25,77,0,1001,东北风,37,17,23
CN101190801,2015/7/12,1,25,78,0,1001,东北风,28,16,26
CN101190801,2015/7/12,2,25,79,0,1000,东北风,20,15,13
CN101190801,2015/7/12,3,24,80,0,1000,东南风,129,15,21
CN101190801,2015/7/12,4,24,81,0,999,西南风,237,15,25
CN101190801,2015/7/12,5,24,81,0,999,西北风,346,15,24
CN101190801,2015/7/12,6,26,75,0,999,北风,351,17,18
CN101190801,2015/7/12,7,27,70,0,999,北风,355,19,22
CN101190801,2015/7/12,8,29,64,0,999,北风,359,21,25
CN101190801,2015/7/12,9,30,61,0.2,999,北风,353,22,26
CN101190801,2015/7/12,10,32,58,0.3,998,西北风,346,23,21
CN101190801,2015/7/12,11,33,54,0.5,998,西北风,340,24,6
CN101190801,2015/7/12,12,34,50,0.4,998,西北风,340,24,5
CN101190801,2015/7/12,13,35,46,0.2,997,西北风,340,24,2
CN101190801,2015/7/12,14,36,42,0.1,997,西北风,340,23,0
CN101190801,2015/7/12,15,36,42,0.1,996,西北风,343,22,1
CN101190801,2015/7/12,16,36,41,0,996,西北风,345,21,0
CN101190801,2015/7/12,17,36,41,0,995,西北风,347,21,0
CN101190801,2015/7/12,18,34,44,0,995,西北风,345,17,0
CN101190801,2015/7/12,19,33,48,0,995,西北风,344,13,0
CN101190801,2015/7/12,20,31,51,0,996,西北风,342,9,0
CN101190801,2015/7/12,21,31,55,0,996,西南风,251,6,0
CN101190801,2015/7/12,22,30,59,0,997,东南风,160,4,0
CN101190801,2015/7/12,23,29,63,0,997,东北风,69,1,0
CN101190801,2015/7/13,0,29,60,0,997,东南风,122,4,0
CN101190801,2015/7/13,1,29,57,0,997,南风,175,7,0
CN101190801,2015/7/13,2,29,54,0,996,西南风,228,10,1
CN101190801,2015/7/13,3,28,54,0,996,西南风,235,11,4
CN101190801,2015/7/13,4,28,54,0,996,西南风,242,13,5
CN101190801,2015/7/13,5,27,55,0,997,西南风,249,14,5
CN101190801,2015/7/13,6,29,51,0,997,西南风,254,15,10
CN101190801,2015/7/13,7,31,48,0,997,西南风,259,17,4
CN101190801,2015/7/13,8,33,45,0,998,西风,264,18,2
CN101190801,2015/7/13,9,35,41,0,998,西风,268,20,13
CN101190801,2015/7/13,10,36,37,0,998,西风,271,21,78
CN101190801,2015/7/13,11,38,33,0,998,西风,275,23,99
CN101190801,2015/7/13,12,39,29,0,997,西风,272,21,97
CN101190801,2015/7/13,13,40,26,0,997,西风,270,20,100
CN101190801,2015/7/13,14,41,23,0,996,西风,267,18,100
CN101190801,2015/7/13,15,41,23,0,996,西风,261,17,100
CN101190801,2015/7/13,16,41,23,0,996,西南风,256,16,100
CN101190801,2015/7/13,17,41,24,0,996,西南风,250,14,100
CN101190801,2015/7/13,18,40,27,0,996,西南风,246,14,100
CN101190801,2015/7/13,19,40,30,0,997,西南风,241,14,98
CN101190801,2015/7/13,20,39,34,0,997,西南风,236,13,93
CN101190801,2015/7/13,21,38,36,0,997,西南风,232,15,84
CN101190801,2015/7/13,22,38,39,0,998,西南风,228,18,62
CN101190801,2015/7/13,23,37,41,0,998,西南风,224,20,6
CN101190801,2015/7/14,0,34,48,0,999,西南风,214,17,16
CN101190801,2015/7/14,1,32,55,0,1000,西南风,205,15,31
CN101190801,2015/7/14,2,29,63,0,1001,西南风,195,13,69
CN101190801,2015/7/14,3,29,66,0,1001,西南风,199,12,16
CN101190801,2015/7/14,4,28,70,0,1001,西南风,203,12,1
CN101190801,2015/7/14,5,28,73,0,1001,西南风,207,12,7
